"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Metric Name","Metric Unit","Minimum","Maximum","Average"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.avg","cycle","12793770.666667","12830549.333333","12812572.444444"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.avg.per_second","cycle/nsecond","7.992711","7.992877","7.992778"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.max","cycle","12793856.000000","12830720.000000","12812800.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.max.per_second","cycle/nsecond","7.992803","7.992983","7.992920"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.min","cycle","12793344.000000","12830208.000000","12812288.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.min.per_second","cycle/nsecond","7.992483","7.992664","7.992601"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.sum","cycle","153525248.000000","153966592.000000","153750869.333333"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__cycles_elapsed.sum.per_second","cycle/nsecond","95.912528","95.914520","95.913337"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__sectors_read.sum","sector","16777324.000000","16784916.000000","16780378.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","dram__sectors_write.sum","sector","76132.000000","92352.000000","88312.666667"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed","%","32.807678","32.891528","32.844338"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed","%","32.811084","32.893197","32.846918"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed","%","32.804738","32.890155","32.841538"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","fbpa__dram_sectors.sum.pct_of_peak_sustained_elapsed","%","32.807678","32.891528","32.844338"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.avg","cycle","2256865.857143","2263345.857143","2260184.928571"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.avg.per_second","cycle/nsecond","1.409940","1.409966","1.409955"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.max","cycle","2256872.000000","2263352.000000","2260193.166667"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.max.per_second","cycle/nsecond","1.409945","1.409970","1.409961"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.min","cycle","2256855.000000","2263326.000000","2260167.666667"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.min.per_second","cycle/nsecond","1.409927","1.409957","1.409945"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.sum","cycle","15798061.000000","15843421.000000","15821294.500000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpc__cycles_elapsed.sum.per_second","cycle/nsecond","9.869580","9.869765","9.869688"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed","%","16.339628","16.393271","16.363064"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed","%","23.925582","24.681387","24.080855"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed","%","16.335525","16.371518","16.354762"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed","%","16.339628","16.393271","16.363064"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed","%","43.836627","43.948784","43.885810"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed","%","95.559343","95.843777","95.690386"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed","%","43.826775","43.943511","43.877439"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed","%","43.836627","43.948784","43.885810"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","43.836627","43.948784","43.885810"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_throughput.max.pct_of_peak_sustained_elapsed","%","95.559343","95.843777","95.690386"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_throughput.min.pct_of_peak_sustained_elapsed","%","43.826775","43.943511","43.877439"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__compute_memory_throughput.sum.pct_of_peak_sustained_elapsed","%","43.836627","43.948784","43.885810"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","43.836627","43.948784","43.885810"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__dram_throughput.max.pct_of_peak_sustained_elapsed","%","43.847975","43.954891","43.895250"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__dram_throughput.min.pct_of_peak_sustained_elapsed","%","43.826775","43.943511","43.877439"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__dram_throughput.sum.pct_of_peak_sustained_elapsed","%","43.836627","43.948784","43.885810"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__time_duration.avg","msecond","1.600672","1.605248","1.603019"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__time_duration.max","msecond","1.600672","1.605248","1.603019"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__time_duration.min","msecond","1.600672","1.605248","1.603019"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","gpu__time_duration.sum","msecond","1.600672","1.605248","1.603019"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","idc__request_cycles_active.max.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","idc__request_cycles_active.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","idc__request_cycles_active.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","inst_executed","inst","12648448.000000","12648448.000000","12648448.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_active.avg","cycle","211272.750000","214517.273810","213364.819444"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_active.max","cycle","2258087.000000","2259745.000000","2258786.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_active.min","cycle","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_active.sum","cycle","17746911.000000","18019451.000000","17922644.833333"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_elapsed.avg","cycle","2256472.000000","2263188.428571","2260092.261905"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_elapsed.max","cycle","2256482.000000","2263194.000000","2260101.333333"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_elapsed.min","cycle","2256460.000000","2263167.000000","2260078.500000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__cycles_elapsed.sum","cycle","189543648.000000","190107828.000000","189847750.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed","%","1.103677","1.106962","1.105190"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed","%","11.950750","12.327245","12.027566"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed","%","1.103677","1.106962","1.105190"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed","%","1.103677","1.106962","1.105190"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed","%","11.950750","12.327245","12.027566"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed","%","1.103677","1.106962","1.105190"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed","%","2.209642","2.216291","2.212727"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed","%","23.925582","24.681387","24.080855"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed","%","2.209642","2.216291","2.212727"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared.sum","","2048.000000","2048.000000","2048.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed","%","0.001077","0.001080","0.001079"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum","","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed","%","2.207354","2.213924","2.210381"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed","%","23.901501","23.972644","23.934277"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed","%","2.207354","2.213924","2.210381"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsu_writeback_active_mem_lg.sum","cycle","4196352.000000","4196352.000000","4196352.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed","%","2.207354","2.213924","2.210381"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed","%","1.107447","1.110744","1.108966"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed","%","11.991578","12.027271","12.008022"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed","%","1.107447","1.110744","1.108966"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed","%","1.107564","1.110857","1.109082"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed","%","11.992152","12.027803","12.008546"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed","%","0.000088","0.000089","0.000088"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed","%","1.107564","1.110857","1.109082"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_write_bytes.sum","Kbyte","262.144000","262.144000","262.144000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed","%","0.004309","0.004322","0.004315"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_write_bytes.sum.per_second","Mbyte/second","163.304362","163.771216","163.531652"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum","sector","0.000000","0.000000","0.000000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(256, 1, 1)","0","8.6","6","l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed","%","0.000000","0.000000","0.000000"
